item_nr,item_nr_old,item_number,answer,correct,audio_file,level,target_instrument,complexity,with_target_in_mix,condition_theoretical,time_song,song_nr,practice_item,old_audio_file_name,set_nr,condition,discrimination,guessing,inattention,difficulty,condition_difficulty_without_random_effects,item_difficulty,number_of_datapoints_per_cond,number_of_datapoints_per_item
289,2549,voc_item2549_set507_wit_lvl-15_comp6_t186_song111,1,1,voc_item2549_set507_wit_lvl-15_comp6_t186_song111.wav,-15,Lead,6,yes,37,186,111,no,Lead_ItemNr(2549)_SetNr(507)_WiT_Level(-15)_Complexity(6)_Time(186)_SongNr(111).wav,73,35,1.95100641,0.402489139,0.995917503,-0.315888881,0.435541777,-0.200623022,605,34
290,2549,voc_item2549_set507_wit_lvl-10_comp6_t186_song111,1,1,voc_item2549_set507_wit_lvl-10_comp6_t186_song111.wav,-10,Lead,6,yes,29,186,111,no,Lead_ItemNr(2549)_SetNr(507)_WiT_Level(-15)_Complexity(6)_Time(186)_SongNr(111).wav,73,19,1.95100641,0.402489139,0.995917503,-1.257858134,-0.793445264,-1.134011693,458,87
291,2549,voc_item2549_set507_wit_lvl-5_comp6_t186_song111,1,1,voc_item2549_set507_wit_lvl-5_comp6_t186_song111.wav,-5,Lead,6,yes,17,186,111,no,Lead_ItemNr(2549)_SetNr(507)_WiT_Level(-15)_Complexity(6)_Time(186)_SongNr(111).wav,73,11,1.95100641,0.402489139,0.995917503,-2.287420112,-1.568561085,-1.955132776,499,35
292,2549,voc_item2549_set507_wit_lvl0_comp6_t186_song111,1,1,voc_item2549_set507_wit_lvl0_comp6_t186_song111.wav,0,Lead,6,yes,13,186,111,no,Lead_ItemNr(2549)_SetNr(507)_WiT_Level(-15)_Complexity(6)_Time(186)_SongNr(111).wav,73,5,1.95100641,0.402489139,0.995917503,-2.070816006,-2.044704139,-2.680737773,629,49
293,2948,p_item2948_set331_wit_lvl-15_comp6_t176_song111,1,1,p_item2948_set331_wit_lvl-15_comp6_t176_song111.wav,-15,Piano,6,yes,39,176,111,no,Piano_ItemNr(2948)_SetNr(331)_WiT_Level(-15)_Complexity(6)_Time(176)_SongNr(111).wav,74,34,1.95100641,0.402489139,0.995917503,-0.105948649,0.412665406,-0.018182871,497,37
294,2948,p_item2948_set331_wit_lvl-10_comp6_t176_song111,1,1,p_item2948_set331_wit_lvl-10_comp6_t176_song111.wav,-10,Piano,6,yes,31,176,111,no,Piano_ItemNr(2948)_SetNr(331)_WiT_Level(-15)_Complexity(6)_Time(176)_SongNr(111).wav,74,18,1.95100641,0.402489139,0.995917503,-1.356829462,-0.815367825,-1.051443805,565,114
295,2948,p_item2948_set331_wit_lvl-5_comp6_t176_song111,1,1,p_item2948_set331_wit_lvl-5_comp6_t176_song111.wav,-5,Piano,6,yes,19,176,111,no,Piano_ItemNr(2948)_SetNr(331)_WiT_Level(-15)_Complexity(6)_Time(176)_SongNr(111).wav,74,10,1.95100641,0.402489139,0.995917503,-1.838454311,-1.590433562,-1.8136789,467,35
296,2948,p_item2948_set331_wit_lvl0_comp6_t176_song111,1,1,p_item2948_set331_wit_lvl0_comp6_t176_song111.wav,0,Piano,6,yes,15,176,111,no,Piano_ItemNr(2948)_SetNr(331)_WiT_Level(-15)_Complexity(6)_Time(176)_SongNr(111).wav,74,4,1.95100641,0.402489139,0.995917503,-2.271284098,-2.065891627,-2.469231262,593,45
297,2628,git_item2628_set867_wit_lvl-15_comp3_t100_song112,1,1,git_item2628_set867_wit_lvl-15_comp3_t100_song112.wav,-15,Guitar,3,yes,34,100,112,no,Guitar_ItemNr(2628)_SetNr(867)_WiT_Level(-15)_Complexity(3)_Time(100)_SongNr(112).wav,75,33,1.95100641,0.402489139,0.995917503,-0.186051959,0.310690412,-0.514508952,530,46
298,2628,git_item2628_set867_wit_lvl-10_comp3_t100_song112,1,1,git_item2628_set867_wit_lvl-10_comp3_t100_song112.wav,-10,Guitar,3,yes,26,100,112,no,Guitar_ItemNr(2628)_SetNr(867)_WiT_Level(-15)_Complexity(3)_Time(100)_SongNr(112).wav,75,16,1.95100641,0.402489139,0.995917503,-1.116525547,-0.920817272,-1.585254317,536,33
299,2628,git_item2628_set867_wit_lvl-5_comp3_t100_song112,1,1,git_item2628_set867_wit_lvl-5_comp3_t100_song112.wav,-5,Guitar,3,yes,22,100,112,no,Guitar_ItemNr(2628)_SetNr(867)_WiT_Level(-15)_Complexity(3)_Time(100)_SongNr(112).wav,75,9,1.95100641,0.402489139,0.995917503,-2.073588455,-1.697951315,-2.199552047,463,36
300,2628,git_item2628_set867_wit_lvl0_comp3_t100_song112,1,1,git_item2628_set867_wit_lvl0_comp3_t100_song112.wav,0,Guitar,3,yes,10,100,112,no,Guitar_ItemNr(2628)_SetNr(867)_WiT_Level(-15)_Complexity(3)_Time(100)_SongNr(112).wav,75,3,1.95100641,0.402489139,0.995917503,-2.535591044,-2.175266661,-2.963531192,468,49
301,2174,git_item2174_set667_wit_lvl-15_comp3_t12_song113,1,1,git_item2174_set667_wit_lvl-15_comp3_t12_song113.wav,-15,Guitar,3,yes,34,12,113,no,Guitar_ItemNr(2174)_SetNr(667)_WiT_Level(-15)_Complexity(3)_Time(12)_SongNr(113).wav,76,33,1.95100641,0.402489139,0.995917503,-0.186051959,0.310690412,-1.135488492,530,44
302,2174,git_item2174_set667_wit_lvl-10_comp3_t12_song113,1,1,git_item2174_set667_wit_lvl-10_comp3_t12_song113.wav,-10,Guitar,3,yes,26,12,113,no,Guitar_ItemNr(2174)_SetNr(667)_WiT_Level(-15)_Complexity(3)_Time(12)_SongNr(113).wav,76,16,1.95100641,0.402489139,0.995917503,-1.116525547,-0.920817272,-2.282929912,536,29
303,2174,git_item2174_set667_wit_lvl-5_comp3_t12_song113,1,1,git_item2174_set667_wit_lvl-5_comp3_t12_song113.wav,-5,Guitar,3,yes,22,12,113,no,Guitar_ItemNr(2174)_SetNr(667)_WiT_Level(-15)_Complexity(3)_Time(12)_SongNr(113).wav,76,9,1.95100641,0.402489139,0.995917503,-2.073588455,-1.697951315,-3.05814307,463,33
304,2174,git_item2174_set667_wit_lvl0_comp3_t12_song113,1,1,git_item2174_set667_wit_lvl0_comp3_t12_song113.wav,0,Guitar,3,yes,10,12,113,no,Guitar_ItemNr(2174)_SetNr(667)_WiT_Level(-15)_Complexity(3)_Time(12)_SongNr(113).wav,76,3,1.95100641,0.402489139,0.995917503,-2.535591044,-2.175266661,-3.423662508,468,34
305,1676,git_item1676_set505_wit_lvl-15_comp3_t162_song114,1,1,git_item1676_set505_wit_lvl-15_comp3_t162_song114.wav,-15,Guitar,3,yes,34,162,114,no,Guitar_ItemNr(1676)_SetNr(505)_WiT_Level(-15)_Complexity(3)_Time(162)_SongNr(114).wav,77,33,1.95100641,0.402489139,0.995917503,-0.186051959,0.310690412,0.289492815,530,66
306,1676,git_item1676_set505_wit_lvl-10_comp3_t162_song114,1,1,git_item1676_set505_wit_lvl-10_comp3_t162_song114.wav,-10,Guitar,3,yes,26,162,114,no,Guitar_ItemNr(1676)_SetNr(505)_WiT_Level(-15)_Complexity(3)_Time(162)_SongNr(114).wav,77,16,1.95100641,0.402489139,0.995917503,-1.116525547,-0.920817272,-0.809922048,536,97
307,1676,git_item1676_set505_wit_lvl-5_comp3_t162_song114,1,1,git_item1676_set505_wit_lvl-5_comp3_t162_song114.wav,-5,Guitar,3,yes,22,162,114,no,Guitar_ItemNr(1676)_SetNr(505)_WiT_Level(-15)_Complexity(3)_Time(162)_SongNr(114).wav,77,9,1.95100641,0.402489139,0.995917503,-2.073588455,-1.697951315,-1.940971635,463,34
308,1676,git_item1676_set505_wit_lvl0_comp3_t162_song114,1,1,git_item1676_set505_wit_lvl0_comp3_t162_song114.wav,0,Guitar,3,yes,10,162,114,no,Guitar_ItemNr(1676)_SetNr(505)_WiT_Level(-15)_Complexity(3)_Time(162)_SongNr(114).wav,77,3,1.95100641,0.402489139,0.995917503,-2.535591044,-2.175266661,-2.465428383,468,39
309,1909,p_item1909_set179_wit_lvl-15_comp6_t130_song115,1,1,p_item1909_set179_wit_lvl-15_comp6_t130_song115.wav,-15,Piano,6,yes,39,130,115,no,Piano_ItemNr(1909)_SetNr(179)_WiT_Level(-15)_Complexity(6)_Time(130)_SongNr(115).wav,78,34,1.95100641,0.402489139,0.995917503,-0.105948649,0.412665406,-0.833773308,497,40
310,1909,p_item1909_set179_wit_lvl-10_comp6_t130_song115,1,1,p_item1909_set179_wit_lvl-10_comp6_t130_song115.wav,-10,Piano,6,yes,31,130,115,no,Piano_ItemNr(1909)_SetNr(179)_WiT_Level(-15)_Complexity(6)_Time(130)_SongNr(115).wav,78,18,1.95100641,0.402489139,0.995917503,-1.356829462,-0.815367825,-2.19625357,565,54
311,1909,p_item1909_set179_wit_lvl-5_comp6_t130_song115,1,1,p_item1909_set179_wit_lvl-5_comp6_t130_song115.wav,-5,Piano,6,yes,19,130,115,no,Piano_ItemNr(1909)_SetNr(179)_WiT_Level(-15)_Complexity(6)_Time(130)_SongNr(115).wav,78,10,1.95100641,0.402489139,0.995917503,-1.838454311,-1.590433562,-2.850565164,467,28
312,1909,p_item1909_set179_wit_lvl0_comp6_t130_song115,1,1,p_item1909_set179_wit_lvl0_comp6_t130_song115.wav,0,Piano,6,yes,15,130,115,no,Piano_ItemNr(1909)_SetNr(179)_WiT_Level(-15)_Complexity(6)_Time(130)_SongNr(115).wav,78,4,1.95100641,0.402489139,0.995917503,-2.271284098,-2.065891627,-3.653225403,593,34
313,3496,voc_item3496_set919_wit_lvl-15_comp3_t194_song116,1,1,voc_item3496_set919_wit_lvl-15_comp3_t194_song116.wav,-15,Lead,3,yes,33,194,116,no,Lead_ItemNr(3496)_SetNr(919)_WiT_Level(-15)_Complexity(3)_Time(194)_SongNr(116).wav,79,29,1.95100641,0.402489139,0.995917503,0.098438839,0.108046669,-1.103532802,425,46
314,3496,voc_item3496_set919_wit_lvl-10_comp3_t194_song116,1,1,voc_item3496_set919_wit_lvl-10_comp3_t194_song116.wav,-10,Lead,3,yes,25,194,116,no,Lead_ItemNr(3496)_SetNr(919)_WiT_Level(-15)_Complexity(3)_Time(194)_SongNr(116).wav,79,15,1.95100641,0.402489139,0.995917503,-1.379921176,-1.129699695,-2.423572849,575,126
315,3496,voc_item3496_set919_wit_lvl-5_comp3_t194_song116,1,1,voc_item3496_set919_wit_lvl-5_comp3_t194_song116.wav,-5,Lead,3,yes,21,194,116,no,Lead_ItemNr(3496)_SetNr(919)_WiT_Level(-15)_Complexity(3)_Time(194)_SongNr(116).wav,79,7,1.95100641,0.402489139,0.995917503,-1.865750964,-1.910440638,-3.548778231,541,47
316,3496,voc_item3496_set919_wit_lvl0_comp3_t194_song116,1,1,voc_item3496_set919_wit_lvl0_comp3_t194_song116.wav,0,Lead,3,yes,9,194,116,no,Lead_ItemNr(3496)_SetNr(919)_WiT_Level(-15)_Complexity(3)_Time(194)_SongNr(116).wav,79,2,1.95100641,0.402489139,0.995917503,-2.489367231,-2.388528616,-3.815560398,512,75
317,959,b_item959_set423_wit_lvl-15_comp3_t18_song117,1,1,b_item959_set423_wit_lvl-15_comp3_t18_song117.wav,-15,Bass,3,yes,36,18,117,no,Bass_ItemNr(959)_SetNr(423)_WiT_Level(-15)_Complexity(3)_Time(18)_SongNr(117).wav,80,39,1.95100641,0.402489139,0.995917503,1.888507363,1.936781726,1.936111726,604,61
318,959,b_item959_set423_wit_lvl-10_comp3_t18_song117,1,1,b_item959_set423_wit_lvl-10_comp3_t18_song117.wav,-10,Bass,3,yes,28,18,117,no,Bass_ItemNr(959)_SetNr(423)_WiT_Level(-15)_Complexity(3)_Time(18)_SongNr(117).wav,80,37,1.95100641,0.402489139,0.995917503,0.609808049,0.680017063,0.80408927,494,89
319,959,b_item959_set423_wit_lvl-5_comp3_t18_song117,1,1,b_item959_set423_wit_lvl-5_comp3_t18_song117.wav,-5,Bass,3,yes,24,18,117,no,Bass_ItemNr(959)_SetNr(423)_WiT_Level(-15)_Complexity(3)_Time(18)_SongNr(117).wav,80,27,1.95100641,0.402489139,0.995917503,-0.168736021,-0.077466458,-0.162554156,582,64
320,959,b_item959_set423_wit_lvl0_comp3_t18_song117,1,1,b_item959_set423_wit_lvl0_comp3_t18_song117.wav,0,Bass,3,yes,12,18,117,no,Bass_ItemNr(959)_SetNr(423)_WiT_Level(-15)_Complexity(3)_Time(18)_SongNr(117).wav,80,22,1.95100641,0.402489139,0.995917503,-0.514494625,-0.538693982,-0.679799834,477,40
321,2763,voc_item2763_set588_wot_lvl0_comp4_t54_song2,2,2,voc_item2763_set588_wot_lvl0_comp4_t54_song2.wav,0,Lead,3,no,1,54,2,no,Lead_ItemNr(2763)_SetNr(588)_WoT_Level(0)_Complexity(4)_Time(54)_SongNr(2).wav,81,13,1.95100641,0.402489139,0.995917503,-1.435792204,-1.275896439,-1.251068716,2022,152
322,3048,p_item3048_set353_wot_lvl0_comp4_t152_song2,2,2,p_item3048_set353_wot_lvl0_comp4_t152_song2.wav,0,Piano,3,no,3,152,2,no,Piano_ItemNr(3048)_SetNr(353)_WoT_Level(0)_Complexity(4)_Time(152)_SongNr(2).wav,82,24,1.95100641,0.402489139,0.995917503,-0.075707167,-0.511407346,-0.945841577,2022,159
323,1167,git_item1167_set351_wot_lvl0_comp7_t280_song4,2,2,git_item1167_set351_wot_lvl0_comp7_t280_song4.wav,0,Guitar,6,no,6,280,4,no,Guitar_ItemNr(1167)_SetNr(351)_WoT_Level(0)_Complexity(7)_Time(280)_SongNr(4).wav,83,30,1.95100641,0.402489139,0.995917503,0.263094004,0.124437655,0.525287143,2022,328
324,963,voc_item963_set170_wot_lvl0_comp7_t268_song4,2,2,voc_item963_set170_wot_lvl0_comp7_t268_song4.wav,0,Lead,6,no,5,268,4,no,Lead_ItemNr(963)_SetNr(170)_WoT_Level(0)_Complexity(7)_Time(268)_SongNr(4).wav,84,20,1.95100641,0.402489139,0.995917503,-0.479618342,-0.60323964,-1.523242399,1914,206
325,3323,git_item3323_set1000_wot_lvl0_comp7_t430_song5,2,2,git_item3323_set1000_wot_lvl0_comp7_t430_song5.wav,0,Guitar,6,no,6,430,5,no,Guitar_ItemNr(3323)_SetNr(1000)_WoT_Level(0)_Complexity(7)_Time(430)_SongNr(5).wav,85,30,1.95100641,0.402489139,0.995917503,0.263094004,0.124437655,0.522069249,2022,136
326,3035,b_item3035_set1029_wot_lvl0_comp7_t166_song7,2,2,b_item3035_set1029_wot_lvl0_comp7_t166_song7.wav,0,Bass,6,no,8,166,7,no,Bass_ItemNr(3035)_SetNr(1029)_WoT_Level(0)_Complexity(7)_Time(166)_SongNr(7).wav,86,26,1.95100641,0.402489139,0.995917503,-0.307407547,-0.191911185,-0.797532961,2022,179
327,1057,git_item1057_set317_wot_lvl0_comp7_t176_song7,2,2,git_item1057_set317_wot_lvl0_comp7_t176_song7.wav,0,Guitar,6,no,6,176,7,no,Guitar_ItemNr(1057)_SetNr(317)_WoT_Level(0)_Complexity(7)_Time(176)_SongNr(7).wav,87,30,1.95100641,0.402489139,0.995917503,0.263094004,0.124437655,0.544672953,2022,160
328,2996,voc_Item2996_set683_wot_lvl0_comp7_t106_song7,2,2,voc_Item2996_set683_wot_lvl0_comp7_t106_song7.wav,0,Lead,6,no,5,106,7,no,Lead_ItemNr(2996)_SetNr(683)_WoT_Level(0)_Complexity(7)_Time(106)_SongNr(7).wav,88,20,1.95100641,0.402489139,0.995917503,-0.479618342,-0.60323964,-1.545143929,1914,309
329,2864,p_item2864_set310_wot_lvl0_comp7_t168_song7,2,2,p_item2864_set310_wot_lvl0_comp7_t168_song7.wav,0,Piano,6,no,7,168,7,no,Piano_ItemNr(2864)_SetNr(310)_WoT_Level(0)_Complexity(7)_Time(168)_SongNr(7).wav,89,31,1.95100641,0.402489139,0.995917503,-0.10971714,0.147449267,-0.963910174,2022,306
330,2403,git_item2403_set767_wot_lvl0_comp7_t184_song8,2,2,git_item2403_set767_wot_lvl0_comp7_t184_song8.wav,0,Guitar,6,no,6,184,8,no,Guitar_ItemNr(2403)_SetNr(767)_WoT_Level(0)_Complexity(7)_Time(184)_SongNr(8).wav,90,30,1.95100641,0.402489139,0.995917503,0.263094004,0.124437655,-0.244777233,2022,163
331,2405,git_item2405_set769_wot_lvl0_comp7_t200_song13,2,2,git_item2405_set769_wot_lvl0_comp7_t200_song13.wav,0,Guitar,6,no,6,200,13,no,Guitar_ItemNr(2405)_SetNr(769)_WoT_Level(0)_Complexity(7)_Time(200)_SongNr(13).wav,91,30,1.95100641,0.402489139,0.995917503,0.263094004,0.124437655,0.447869235,2022,150
332,2889,p_item2889_set314_wot_lvl0_comp7_t214_song13,2,2,p_item2889_set314_wot_lvl0_comp7_t214_song13.wav,0,Piano,6,no,7,214,13,no,Piano_ItemNr(2889)_SetNr(314)_WoT_Level(0)_Complexity(7)_Time(214)_SongNr(13).wav,92,31,1.95100641,0.402489139,0.995917503,-0.10971714,0.147449267,-0.152977927,2022,138
333,3189,p_item3189_set389_wot_lvl0_comp7_t90_song13,2,2,p_item3189_set389_wot_lvl0_comp7_t90_song13.wav,0,Piano,6,no,7,90,13,no,Piano_ItemNr(3189)_SetNr(389)_WoT_Level(0)_Complexity(7)_Time(90)_SongNr(13).wav,93,31,1.95100641,0.402489139,0.995917503,-0.10971714,0.147449267,0.380231075,2022,160
334,3645,b_item3645_set1158_wot_lvl0_comp7_t306_song14,2,2,b_item3645_set1158_wot_lvl0_comp7_t306_song14.wav,0,Bass,6,no,8,306,14,no,Bass_ItemNr(3645)_SetNr(1158)_WoT_Level(0)_Complexity(7)_Time(306)_SongNr(14).wav,94,26,1.95100641,0.402489139,0.995917503,-0.307407547,-0.191911185,0.699362715,2022,242
335,3842,git_item3842_set1090_wot_lvl0_comp7_t274_song14,2,2,git_item3842_set1090_wot_lvl0_comp7_t274_song14.wav,0,Guitar,6,no,6,274,14,no,Guitar_ItemNr(3842)_SetNr(1090)_WoT_Level(0)_Complexity(7)_Time(274)_SongNr(14).wav,95,30,1.95100641,0.402489139,0.995917503,0.263094004,0.124437655,-0.621130864,2022,159
336,1754,b_item1754_set765_wot_lvl0_comp4_t46_song17,2,2,b_item1754_set765_wot_lvl0_comp4_t46_song17.wav,0,Bass,3,no,4,46,17,no,Bass_ItemNr(1754)_SetNr(765)_WoT_Level(0)_Complexity(4)_Time(46)_SongNr(17).wav,96,17,1.95100641,0.402489139,0.995917503,-0.828837381,-0.857074846,-0.56596353,2022,201
337,2330,voc_Item2330_set427_wot_lvl0_comp7_t100_song19-exception,1,1,voc_Item2330_set427_wot_lvl0_comp7_t100_song19.wav,0,Lead,6,yes,13,100,19,yes,Lead_ItemNr(2330)_SetNr(427)_WoT_Level(0)_Complexity(7)_Time(100)_SongNr(19).wav,97,5,1.95100641,0.402489139,0.995917503,-2.070816006,-2.044704139,-0.503093135,629,108
338,2163,p_item2163_set206_wot_lvl0_comp7_t134_song19,2,2,p_item2163_set206_wot_lvl0_comp7_t134_song19.wav,0,Piano,6,no,7,134,19,no,Piano_ItemNr(2163)_SetNr(206)_WoT_Level(0)_Complexity(7)_Time(134)_SongNr(19).wav,98,31,1.95100641,0.402489139,0.995917503,-0.10971714,0.147449267,0.220004952,2022,158
339,346,p_item346_set031_wot_lvl0_comp4_t88_song20,2,2,p_item346_set031_wot_lvl0_comp4_t88_song20.wav,0,Piano,3,no,3,88,20,no,Piano_ItemNr(346)_SetNr(031)_WoT_Level(0)_Complexity(4)_Time(88)_SongNr(20).wav,99,24,1.95100641,0.402489139,0.995917503,-0.075707167,-0.511407346,1.334584815,2022,310
340,2138,p_item2138_set204_wot_lvl0_comp4_t60_song23,2,2,p_item2138_set204_wot_lvl0_comp4_t60_song23.wav,0,Piano,3,no,3,60,23,no,Piano_ItemNr(2138)_SetNr(204)_WoT_Level(0)_Complexity(4)_Time(60)_SongNr(23).wav,100,24,1.95100641,0.402489139,0.995917503,-0.075707167,-0.511407346,-0.636235646,2022,148
341,1268,git_item1268_set384_wot_lvl0_comp4_t74_song24,2,2,git_item1268_set384_wot_lvl0_comp4_t74_song24.wav,0,Guitar,3,no,2,74,24,no,Guitar_ItemNr(1268)_SetNr(384)_WoT_Level(0)_Complexity(4)_Time(74)_SongNr(24).wav,101,23,1.95100641,0.402489139,0.995917503,-0.591823275,-0.535176828,-1.510149144,2022,160
342,1856,b_item1856_set809_wot_lvl0_comp4_t252_song25,2,2,b_item1856_set809_wot_lvl0_comp4_t252_song25.wav,0,Bass,3,no,4,252,25,no,Bass_ItemNr(1856)_SetNr(809)_WoT_Level(0)_Complexity(4)_Time(252)_SongNr(25).wav,102,17,1.95100641,0.402489139,0.995917503,-0.828837381,-0.857074846,-0.871763976,2022,378
343,2284,git_item2284_set715_wot_lvl0_comp7_t152_song26,2,2,git_item2284_set715_wot_lvl0_comp7_t152_song26.wav,0,Guitar,6,no,6,152,26,no,Guitar_ItemNr(2284)_SetNr(715)_WoT_Level(0)_Complexity(7)_Time(152)_SongNr(26).wav,103,30,1.95100641,0.402489139,0.995917503,0.263094004,0.124437655,-0.371452711,2022,237
344,395,b_item395_set166_wot_lvl0_comp7_t224_song27,2,2,b_item395_set166_wot_lvl0_comp7_t224_song27.wav,0,Bass,6,no,8,224,27,no,Bass_ItemNr(395)_SetNr(166)_WoT_Level(0)_Complexity(7)_Time(224)_SongNr(27).wav,104,26,1.95100641,0.402489139,0.995917503,-0.307407547,-0.191911185,-0.90478726,2022,141
345,3763,git_item3763_set1074_wot_lvl0_comp7_t198_song27,2,2,git_item3763_set1074_wot_lvl0_comp7_t198_song27.wav,0,Guitar,6,no,6,198,27,no,Guitar_ItemNr(3763)_SetNr(1074)_WoT_Level(0)_Complexity(7)_Time(198)_SongNr(27).wav,105,30,1.95100641,0.402489139,0.995917503,0.263094004,0.124437655,-0.496512549,2022,183
346,2500,voc_item2500_set485_wot_lvl0_comp7_t82_song27,2,2,voc_item2500_set485_wot_lvl0_comp7_t82_song27.wav,0,Lead,6,no,5,82,27,no,Lead_ItemNr(2500)_SetNr(485)_WoT_Level(0)_Complexity(7)_Time(82)_SongNr(27).wav,106,20,1.95100641,0.402489139,0.995917503,-0.479618342,-0.60323964,-1.647349554,1914,164
347,3622,b_item3622_set1150_wot_lvl0_comp7_t182_song31,2,2,b_item3622_set1150_wot_lvl0_comp7_t182_song31.wav,0,Bass,6,no,8,182,31,no,Bass_ItemNr(3622)_SetNr(1150)_WoT_Level(0)_Complexity(7)_Time(182)_SongNr(31).wav,107,26,1.95100641,0.402489139,0.995917503,-0.307407547,-0.191911185,0.003363798,2022,236
348,3791,git_item3791_set1078_wot_lvl0_comp7_t166_song31,2,2,git_item3791_set1078_wot_lvl0_comp7_t166_song31.wav,0,Guitar,6,no,6,166,31,no,Guitar_ItemNr(3791)_SetNr(1078)_WoT_Level(0)_Complexity(7)_Time(166)_SongNr(31).wav,108,30,1.95100641,0.402489139,0.995917503,0.263094004,0.124437655,0.749847682,2022,362
349,3644,voc_item3644_set974_wot_lvl0_comp7_t168_song31,2,2,voc_item3644_set974_wot_lvl0_comp7_t168_song31.wav,0,Lead,6,no,5,168,31,no,Lead_ItemNr(3644)_SetNr(974)_WoT_Level(0)_Complexity(7)_Time(168)_SongNr(31).wav,109,20,1.95100641,0.402489139,0.995917503,-0.479618342,-0.60323964,-0.549905934,1914,172
350,2882,git_item2882_set945_wot_lvl0_comp7_t130_song32,2,2,git_item2882_set945_wot_lvl0_comp7_t130_song32.wav,0,Guitar,6,no,6,130,32,no,Guitar_ItemNr(2882)_SetNr(945)_WoT_Level(0)_Complexity(7)_Time(130)_SongNr(32).wav,110,30,1.95100641,0.402489139,0.995917503,0.263094004,0.124437655,1.25320932,2022,144
351,2568,voc_item2568_set515_wot_lvl0_comp7_t142_song32,2,2,voc_item2568_set515_wot_lvl0_comp7_t142_song32.wav,0,Lead,6,no,5,142,32,no,Lead_ItemNr(2568)_SetNr(515)_WoT_Level(0)_Complexity(7)_Time(142)_SongNr(32).wav,111,20,1.95100641,0.402489139,0.995917503,-0.479618342,-0.60323964,2.434680684,1914,291
352,1136,voc_item1136_set195_wot_lvl0_comp4_t92_song34,2,2,voc_item1136_set195_wot_lvl0_comp4_t92_song34.wav,0,Lead,3,no,1,92,34,no,Lead_ItemNr(1136)_SetNr(195)_WoT_Level(0)_Complexity(4)_Time(92)_SongNr(34).wav,112,13,1.95100641,0.402489139,0.995917503,-1.435792204,-1.275896439,-1.361261011,2022,138
353,3473,p_item3473_set436_wot_lvl0_comp4_t148_song35,2,2,p_item3473_set436_wot_lvl0_comp4_t148_song35.wav,0,Piano,3,no,3,148,35,no,Piano_ItemNr(3473)_SetNr(436)_WoT_Level(0)_Complexity(4)_Time(148)_SongNr(35).wav,113,24,1.95100641,0.402489139,0.995917503,-0.075707167,-0.511407346,0.143456839,2022,183
354,3199,voc_item3199_set770_wot_lvl0_comp7_t214_song37,2,2,voc_item3199_set770_wot_lvl0_comp7_t214_song37.wav,0,Lead,6,no,5,214,37,no,Lead_ItemNr(3199)_SetNr(770)_WoT_Level(0)_Complexity(7)_Time(214)_SongNr(37).wav,114,20,1.95100641,0.402489139,0.995917503,-0.479618342,-0.60323964,-1.681332883,1914,217
355,3787,p_item3787_set481_wot_lvl0_comp4_t100_song40,2,2,p_item3787_set481_wot_lvl0_comp4_t100_song40.wav,0,Piano,3,no,3,100,40,no,Piano_ItemNr(3787)_SetNr(481)_WoT_Level(0)_Complexity(4)_Time(100)_SongNr(40).wav,115,24,1.95100641,0.402489139,0.995917503,-0.075707167,-0.511407346,-1.508984973,2022,149
356,415,b_item415_set176_wot_lvl0_comp4_t32_song41,2,2,b_item415_set176_wot_lvl0_comp4_t32_song41.wav,0,Bass,3,no,4,32,41,no,Bass_ItemNr(415)_SetNr(176)_WoT_Level(0)_Complexity(4)_Time(32)_SongNr(41).wav,116,17,1.95100641,0.402489139,0.995917503,-0.828837381,-0.857074846,0.488499301,2022,186
357,371,b_item371_set156_wot_lvl0_comp4_t16_song47,2,2,b_item371_set156_wot_lvl0_comp4_t16_song47.wav,0,Bass,3,no,4,16,47,no,Bass_ItemNr(371)_SetNr(156)_WoT_Level(0)_Complexity(4)_Time(16)_SongNr(47).wav,117,17,1.95100641,0.402489139,0.995917503,-0.828837381,-0.857074846,-1.062399396,2022,156
358,2658,voc_item2658_set544_wot_lvl0_comp4_t68_song56,2,2,voc_item2658_set544_wot_lvl0_comp4_t68_song56.wav,0,Lead,3,no,1,68,56,no,Lead_ItemNr(2658)_SetNr(544)_WoT_Level(0)_Complexity(4)_Time(68)_SongNr(56).wav,118,13,1.95100641,0.402489139,0.995917503,-1.435792204,-1.275896439,-1.42019199,2022,149
359,3038,voc_item3038_set696_wot_lvl0_comp4_t20_song57,2,2,voc_item3038_set696_wot_lvl0_comp4_t20_song57.wav,0,Lead,3,no,1,20,57,no,Lead_ItemNr(3038)_SetNr(696)_WoT_Level(0)_Complexity(4)_Time(20)_SongNr(57).wav,119,13,1.95100641,0.402489139,0.995917503,-1.435792204,-1.275896439,-1.358306018,2022,286
360,3147,p_item3147_set380_wot_lvl0_comp4_t124_song57,2,2,p_item3147_set380_wot_lvl0_comp4_t124_song57.wav,0,Piano,3,no,3,124,57,no,Piano_ItemNr(3147)_SetNr(380)_WoT_Level(0)_Complexity(4)_Time(124)_SongNr(57).wav,120,24,1.95100641,0.402489139,0.995917503,-0.075707167,-0.511407346,-0.540573913,2022,312
